Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Myroshnychenko, V., Stefanski, A., Manjavacas, A., Kafesaki, M., Merino, R.I., Orera, V.M., Pawlak, D.A., De Abajo, F.J.G.","6507168897; 36683341100; 26534733200; 6701645168; 7006868012; 7006313006; 7007059249; 7003877588","Interacting plasmon and phonon polaritons in aligned nano- and microwires",2012,"Optics Express",20,"10",,10879,10887,,20,10.1364/OE.20.010879,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84861123840&partnerID=40&md5=d8759bbb2e69dd5404082405c3044cfe",Article,Final,Open Access,Scopus,2-s2.0-84861123840
"Shi, L., Xifré-Pérez, E., García De Abajo, F.J., Meseguer, F.","56518714200; 12546187100; 7003877588; 7006294397","Looking through the mirror: Optical microcavity-mirror image photonic interaction",2012,"Optics Express",20,"10",,11247,11255,,13,10.1364/OE.20.011247,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84861121473&partnerID=40&md5=589d1e46287a89712027c00afa537383",Article,Final,Open Access,Scopus,2-s2.0-84861121473
"Milton, H., Brimicombe, P., Morgan, P., Gleeson, H., Clamp, J.","55221085900; 9941626300; 57213459113; 7007142564; 55220851600","Optimization of refractive liquid crystal lenses using an efficient multigrid simulation",2012,"Optics Express",20,"10",,11159,11165,,13,10.1364/OE.20.011159,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84861120401&partnerID=40&md5=cb6d77bd81d7f3e389d020dc937c23aa",Article,Final,Open Access,Scopus,2-s2.0-84861120401
"Xu, Z., Ke, J., Lam, E.Y.","55687310200; 9045258900; 55694417300","High-resolution lightfield photography using two masks",2012,"Optics Express",20,"10",,10971,10983,,33,10.1364/OE.20.010971,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84861120126&partnerID=40&md5=974bf81d1fedecc8a36ed814500bde75",Article,Final,Open Access,Scopus,2-s2.0-84861120126
"Manni, J.G., Goodman, J.W.","7004447593; 7402288924","Versatile method for achieving 1% speckle contrast in large-venue laser projection displays using a stationary multimode optical fiber",2012,"Optics Express",20,"10",,11288,11315,,67,10.1364/OE.20.011288,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84861120087&partnerID=40&md5=f0459616fca5b944e8e9bc51873c3d14",Article,Final,Open Access,Scopus,2-s2.0-84861120087
"Kuo, K.-Y., Hsu, S.-W., Huang, P.-R., Chuang, W.-L., Liu, C.-C., Lee, P.-T.","54796750800; 57199270162; 55220904600; 54796400800; 55219992600; 56709091400","Optical properties and sub-bandgap formation of nano-crystalline Si quantum dots embedded ZnO thin film",2012,"Optics Express",20,"10",,10470,10475,,13,10.1364/OE.20.010470,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84861119846&partnerID=40&md5=fa87a640b4be457b03684b5f03299010",Article,Final,Open Access,Scopus,2-s2.0-84861119846
"Ling, H.-S., Wang, S.-Y., Hsu, W.-C., Lee, C.-P.","16175576300; 7410335642; 36879770100; 49061155400","Voltage-tunable dual-band quantum dot infrared photodetectors for temperature sensing",2012,"Optics Express",20,"10",,10484,10489,,6,10.1364/OE.20.010484,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84861119843&partnerID=40&md5=5b9a954bbb581e2746f64a33e42e053f",Article,Final,Open Access,Scopus,2-s2.0-84861119843
"Vasudev, A.P., Schuller, J.A., Brongersma, M.L.","6701823647; 14020605700; 6603867126","Nanophotonic light trapping with patterned transparent conductive oxides",2012,"Optics Express",20,"103",,A385,A394,,48,10.1364/OE.20.00A385,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84861118457&partnerID=40&md5=2f69c8bf2d5e6eaba4c49cc899501350",Article,Final,Open Access,Scopus,2-s2.0-84861118457
"Kim, T., Kim, S., Park, K.-W., Lee, S.-C., Park, M., Choi, S.-W.","55763792291; 55220788500; 57199734987; 56368683600; 55730437900; 7408119416","Optical configuration for symmetric and high contrast ratio in three-dimensional polarization switching display",2012,"Optics Express",20,"10",,11389,11395,,4,10.1364/OE.20.011389,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84861117516&partnerID=40&md5=29693ea1395cb5f44333bb684ab6b097",Article,Final,Open Access,Scopus,2-s2.0-84861117516
"Shi, X., Zheng, S., Chi, H., Jin, X., Zhang, X.","36836221900; 7403146865; 7102258781; 7402589140; 7410264846","Refractive index sensor based on tilted fiber Bragg grating and stimulated Brillouin scattering",2012,"Optics Express",20,"10",,10853,10858,,13,10.1364/OE.20.010853,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84861117169&partnerID=40&md5=c9016c28700cf779ed3f43448d444203",Article,Final,Open Access,Scopus,2-s2.0-84861117169
"Kwee, P., Bogan, C., Danzmann, K., Frede, M., Kim, H., King, P., Pöld, J., Puncken, O., Savage, R.L., Seifert, F., Wessels, P., Winkelmann, L., Willke, B.","57205383585; 38661016800; 7005994150; 8916445100; 55966097200; 35227574500; 41262132000; 24336326600; 10639512700; 35227990400; 7005993523; 24336525200; 7003770339","Stabilized high-power laser system for the gravitational wave detector Advanced LIGO",2012,"Optics Express",20,"10",,10617,10634,,111,10.1364/OE.20.010617,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84861116242&partnerID=40&md5=ed658a0af8619fc2ffc7f57adc0f0c7a",Article,Final,Open Access,Scopus,2-s2.0-84861116242
"Lin, P.-Y., Lee, S.-S., Chang, C.-S., Kao, F.-J.","57208609695; 55180350200; 7407037667; 57223453506","Long working distance fluorescence lifetime imaging with stimulated emission and electronic time delay",2012,"Optics Express",20,"10",,11445,11450,,24,10.1364/OE.20.011445,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84861116205&partnerID=40&md5=4ae30b03cdd0e63cac4475864f4647af",Article,Final,Open Access,Scopus,2-s2.0-84861116205
"Feigenbaum, E., Atwater, H.A.","23100048400; 7006823424","Dielectric based resonant guided wave networks",2012,"Optics Express",20,"10",,10674,10683,,6,10.1364/OE.20.010674,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84861116182&partnerID=40&md5=77201b871b9a3e0bdec9310f205a8a5c",Article,Final,,Scopus,2-s2.0-84861116182
"Zhang, Y.-L., Jin, W., Dong, X.-Z., Zhao, Z.-S., Duan, X.-M.","55926607600; 57190840099; 15750509700; 7404148144; 7202708951","Asymmetric fishnet metamaterials with strong optical activity",2012,"Optics Express",20,"10",,10776,10787,,19,10.1364/OE.20.010776,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84861112222&partnerID=40&md5=e04e1a6cf03682f19f263db6079aa402",Article,Final,Open Access,Scopus,2-s2.0-84861112222
"Tsema, B.B., Tsema, Y.B., Shcherbakov, M.R., Lin, Y.-H., Liu, D.-R., Klimov, V.V., Fedyanin, A.A., Tsai, D.P.","36852657600; 54896350100; 34870551300; 26643424000; 56034272900; 7101804113; 7005109296; 57216484515","Handedness-sensitive emission of surface plasmon polaritons by elliptical nanohole ensembles",2012,"Optics Express",20,"10",,10538,10544,,9,10.1364/OE.20.010538,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84861110561&partnerID=40&md5=2eadc6a92bf32d89c6708bf6a78b3bff",Article,Final,Open Access,Scopus,2-s2.0-84861110561
"Weng, J.-F., Lo, Y.-L.","37007118900; 36814022600","Integration of robust filters and phase unwrapping algorithms for image reconstruction of objects containing height discontinuities",2012,"Optics Express",20,"10",,10896,10920,,28,10.1364/OE.20.010896,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84861110358&partnerID=40&md5=b2d70ec554c91634fce00e73703df9f4",Article,Final,Open Access,Scopus,2-s2.0-84861110358
"Kuse, N., Ozawa, A., Nomura, Y., Ito, I., Kobayashi, Y.","36537260700; 55486080200; 24544586800; 57205956966; 55507740400","Injection locking of Yb-fiber based optical frequency comb",2012,"Optics Express",20,"10",,10509,10518,,6,10.1364/OE.20.010509,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84861110106&partnerID=40&md5=21c9ac2cbb0c5244f602953c55b0d278",Article,Final,Open Access,Scopus,2-s2.0-84861110106
"Olweny, E.O., Best, S.L., Tracy, C.R., Cadeddu, J.A.","6603250685; 57193509969; 23013634200; 7005100541","New technology and applied research: What the future holds for LESS and NOTES",2012,"Archivos Espanoles de Urologia",65,"3",,434,443,,7,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84860425615&partnerID=40&md5=a045e82b0ac33b9aca1603877e91fbce",Review,Final,,Scopus,2-s2.0-84860425615
"Merschjann, C., Mews, M., Mete, T., Karkatzinou, A., Rusu, M., Korzun, B.V., Schorr, S., Schubert-Bischoff, P., Seeger, S., Schedel-Niedrig, T., Lux-Steiner, M.-C.","10641544100; 55177823800; 23019495300; 55178452200; 8704956200; 6602539479; 56181976900; 6603576672; 57202476598; 7003304804; 7006812523","AgGaSe <inf>2</inf> thin films grown by chemical close-spaced vapor transport for photovoltaic applications: Structural, compositional and optical properties",2012,"Journal of Physics Condensed Matter",24,"17", 175801,,,,11,10.1088/0953-8984/24/17/175801,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84859503452&partnerID=40&md5=15910c3cf69e6f192b6bb2298674633d",Article,Final,,Scopus,2-s2.0-84859503452
[No author name available],[No author name available],"Consultation section. Intraocular lens power calculation after refractive surgery.",2012,"Journal of cataract and refractive surgery",38,"5",,915,920,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84863105788&partnerID=40&md5=25425be8ac3b6764ab26ad2fe31636e8",Article,Final,,Scopus,2-s2.0-84863105788
"Royer, S., Zemelman, B.V., Losonczy, A., Kim, J., Chance, F., Magee, J.C., Buzsáki, G.","56707079300; 6603388863; 6505767051; 57219909614; 6603400527; 7202714189; 7006676856","Control of timing, rate and bursts of hippocampal place cells by dendritic and somatic inhibition",2012,"Nature Neuroscience",15,"5",,769,775,,336,10.1038/nn.3077,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84862799975&partnerID=40&md5=0e0627d36384b27fa041a9cae7ab5124",Article,Final,,Scopus,2-s2.0-84862799975
"Ge, X., Rao, G.","7202715267; 7403993021","Real-time monitoring of shake flask fermentation and off gas using triple disposable noninvasive optical sensors",2012,"Biotechnology Progress",28,"3",,872,877,,10,10.1002/btpr.1528,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84862171398&partnerID=40&md5=3bd8819fa17274c94588e9d5d7687a5f",Article,Final,,Scopus,2-s2.0-84862171398
"Anselmi, F., Bertherat, J., Estebanez, L., van 't Hoff, M., Zylbersztejn, K.","57210560256; 55032390200; 36437055700; 23053015000; 54780920700","An interdisciplinary learning experience in neuro-optics",2012,"Journal of Physiology Paris",106,"3-4",,58,61,,,10.1016/j.jphysparis.2012.01.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84862158741&partnerID=40&md5=ad1cf6dfc1b41833dfc5b9d786885835",Article,Final,,Scopus,2-s2.0-84862158741
"Antunes, P., Travanca, R., Rodrigues, H., Melo, J., Jara, J., Varum, H., André, P.","32867457500; 49662401600; 57220807327; 7102892532; 56013763100; 23135674700; 35078108300","Dynamic structural health monitoring of slender structures using optical sensors",2012,"Sensors (Switzerland)",12,"5",,6629,6644,,19,10.3390/s120506629,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84861568341&partnerID=40&md5=e287d4b54cfb1fc93018b7824b36bc47",Article,Final,Open Access,Scopus,2-s2.0-84861568341
"Felipe, A., Artigas, J.M., Díez-Ajenjo, A., García-Domene, C., Peris, C.","14633658900; 7005530058; 35385968100; 23972392200; 36721736500","Modulation transfer function of a toric intraocular lens: Evaluation of the changes produced by rotation and tilt",2012,"Journal of Refractive Surgery",28,"5",,335,340,,12,10.3928/1081597X-20120321-01,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84861315774&partnerID=40&md5=febea6992bf96e8ed65a7e4901996a5b",Article,Final,,Scopus,2-s2.0-84861315774
"Tuten, W.S., Tiruveedhula, P., Roorda, A.","26030661600; 15137422500; 7004575505","Adaptive optics scanning laser ophthalmoscope-based microperimetry",2012,"Optometry and Vision Science",89,"5",,563,574,,56,10.1097/OPX.0b013e3182512b98,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84861099369&partnerID=40&md5=e88fd042016144b38b7ff70026a1cb5d",Article,Final,,Scopus,2-s2.0-84861099369
"Huang, G., Qi, X., Chui, T.Y.P., Zhong, Z., Burns, S.A.","55724648100; 23989640300; 16552065400; 25123153600; 7202663706","A clinical planning module for adaptive optics SLO imaging",2012,"Optometry and Vision Science",89,"5",,593,601,,27,10.1097/OPX.0b013e318253e081,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84861099079&partnerID=40&md5=56ae9defb51add68b3aeb8b5fdae35f2",Article,Final,,Scopus,2-s2.0-84861099079
"Altschuler, E.L.","7005884717","The ""Accordion Grating Illusion"" was described previously",2012,"Neural Networks",29-30,"",,91,,,1,10.1016/j.neunet.2012.01.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84860335119&partnerID=40&md5=fe8c6f0a3642a843dc3fa4a78be945ff",Letter,Final,,Scopus,2-s2.0-84860335119
"Akam, T., Oren, I., Mantoan, L., Ferenczi, E., Kullmann, D.M.","36776755500; 14819649200; 8291872500; 36856783200; 7006451604","Oscillatory dynamics in the hippocampus support dentate gyrus-CA3 coupling",2012,"Nature Neuroscience",15,"5",,763,768,,60,10.1038/nn.3081,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84860314996&partnerID=40&md5=4edf3b687869840c45ef957e455604b7",Article,Final,,Scopus,2-s2.0-84860314996
"Madisen, L., Mao, T., Koch, H., Zhuo, J.-M., Berenyi, A., Fujisawa, S., Hsu, Y.-W.A., Garcia III, A.J., Gu, X., Zanella, S., Kidney, J., Gu, H., Mao, Y., Hooks, B.M., Boyden, E.S., Buzsáki, G., Ramirez, J.M., Jones, A.R., Svoboda, K., Han, X., Turner, E.E., Zeng, H.","6601989348; 24449759400; 57199968024; 16320148100; 8976416500; 7103132168; 8882312700; 57200399539; 52163610700; 11439409300; 36945351700; 35221651500; 55459042000; 14832682400; 35291447700; 7006676856; 7401783426; 55285910600; 57203044068; 55312838000; 7202447844; 7401471902","A toolbox of Cre-dependent optogenetic transgenic mice for light-induced activation and silencing",2012,"Nature Neuroscience",15,"5",,793,802,,700,10.1038/nn.3078,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84860294289&partnerID=40&md5=e77c367375883162303c63435dd8be94",Article,Final,,Scopus,2-s2.0-84860294289
"Bisch-Knaden, S., Carlsson, M.A., Sugimoto, Y., Schubert, M., Mißbach, C., Sachse, S., Hansson, B.S.","23007381800; 35981632300; 55194576400; 56218874200; 39262236300; 6602190015; 7103226689","Olfactory coding in five moth species from two families",2012,"Journal of Experimental Biology",215,"9",,1542,1551,,12,10.1242/jeb.068064,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84860140688&partnerID=40&md5=210b0d8d0b0307a270adec264a4b7fd7",Article,Final,Open Access,Scopus,2-s2.0-84860140688
"Savini, G., Barboni, P., Carbonelli, M., Hoffer, K.J.","7003453579; 7004674365; 14065681800; 7004561399","Accuracy of corneal power measurements by a new Scheimpflug camera combined with Placido-disk corneal topography for intraocular lens power calculation in unoperated eyes",2012,"Journal of Cataract and Refractive Surgery",38,"5",,787,792,,28,10.1016/j.jcrs.2011.11.037,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84859903936&partnerID=40&md5=a66667663bb4c2440a2400fb5ab2bf1c",Article,Final,,Scopus,2-s2.0-84859903936
"Lam, S.","48861444700","Optimized constants for an ultraviolet light-adjustable intraocular lens",2012,"Journal of Cataract and Refractive Surgery",38,"5",,923,924,,,10.1016/j.jcrs.2012.03.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84859882902&partnerID=40&md5=49f4bcf625ed14d131629530a05f1641",Letter,Final,,Scopus,2-s2.0-84859882902
"Eberhard, L., Schindler, H.J., Hellmann, D., Schmitter, M., Rammelsberg, P., Giannakopoulos, N.N.","37123806400; 55769451300; 37124060400; 8706557500; 7003349840; 33267605300","Comparison of particle-size distributions determined by optical scanning and by sieving in the assessment of masticatory performance",2012,"Journal of Oral Rehabilitation",39,"5",,338,348,,29,10.1111/j.1365-2842.2011.02275.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84859610636&partnerID=40&md5=c9c9a8453348cf4f927d82066a22ab4c",Article,Final,,Scopus,2-s2.0-84859610636
"Narita, K., Niinomi, M., Nakai, M., Hieda, J., Oribe, K.","25623540600; 35462522500; 35318174300; 8529158400; 25623567000","Development of thermo-mechanical processing for fabricating highly durable β-type Ti-Nb-Ta-Zr rod for use in spinal fixation devices",2012,"Journal of the Mechanical Behavior of Biomedical Materials",9,"",,207,216,,35,10.1016/j.jmbbm.2012.01.011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84859489476&partnerID=40&md5=42ad151948c854fea6bbdaf2d922f4df",Article,Final,,Scopus,2-s2.0-84859489476
"Teixeira, H.S., Marin, C., Witek, L., Freitas, A., Silva, N.R.F., Lilin, T., Tovar, N., Janal, M.N., Coelho, P.G.","43361766700; 35319878500; 36130707700; 36570246600; 11939878600; 24449248200; 35769855800; 6701772296; 34978206600","Assessment of a chair-side argon-based non-thermal plasma treatment on the surface characteristics and integration of dental implants with textured surfaces",2012,"Journal of the Mechanical Behavior of Biomedical Materials",9,"",,45,49,,26,10.1016/j.jmbbm.2012.01.012,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84857025233&partnerID=40&md5=8c1063954b8b19cb69986caf697e802b",Article,Final,,Scopus,2-s2.0-84857025233
"Zachary, C.B., Gustavsson, M.","7004041913; 55203191700","TRASER - total reflection amplification of spontaneous emission of radiation",2012,"PLoS ONE",7,"4", e35899,,,,11,10.1371/journal.pone.0035899,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84860452486&partnerID=40&md5=d1f15aa7e7d539e8844fc74fbe0f6532",Article,Final,Open Access,Scopus,2-s2.0-84860452486
"Chen, J., Villa, K., Cha, J., So, P., Kubota, Y., Nedivi, E.","8504009700; 25951806700; 37004299500; 7102823670; 55576397400; 6602734166","Clustered Dynamics of Inhibitory Synapses and Dendritic Spines in the Adult Neocortex",2012,"Neuron",74,"2",,361,373,,202,10.1016/j.neuron.2012.02.030,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84860274120&partnerID=40&md5=0c41c61f94bdc4d861ccfda6accc238b",Article,Final,Open Access,Scopus,2-s2.0-84860274120
"Harrison, T., Ayling, O., Murphy, T.","26027865900; 26027712500; 7401632487","Distinct Cortical Circuit Mechanisms for Complex Forelimb Movement and Motor Map Topography",2012,"Neuron",74,"2",,397,409,,93,10.1016/j.neuron.2012.02.028,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84860272181&partnerID=40&md5=d6bb4393d7ffdae98a0ddebcd45b06de",Article,Final,Open Access,Scopus,2-s2.0-84860272181
"Smith, Z.J., Huser, T.R., Wachsmann-Hogiu, S.","8648231100; 7004227222; 6505961031","Raman scattering in pathology",2012,"Analytical Cellular Pathology",35,"3",,145,163,,13,10.3233/ACP-2011-0048,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84859958601&partnerID=40&md5=0fef044ede48bcab4741680097c988eb",Review,Final,,Scopus,2-s2.0-84859958601
"Acuna, G.P., Bucher, M., Stein, I.H., Steinhauer, C., Kuzyk, A., Holzmeister, P., Schreiber, R., Moroz, A., Stefani, F.D., Liedl, T., Simmel, F.C., Tinnefeld, P.","56252910300; 37664346000; 26868203800; 25226189700; 14060564800; 55201361000; 43561665600; 7101735416; 7103150255; 8420476600; 6701513729; 6603259034","Distance dependence of single-fluorophore quenching by gold nanoparticles studied on DNA origami",2012,"ACS Nano",6,"4",,3189,3195,,229,10.1021/nn2050483,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84860362591&partnerID=40&md5=88b1edd8f67fe2805ae1e2689478afa7",Article,Final,,Scopus,2-s2.0-84860362591
"Lu, M., Park, H., Bloch, E., Sivananthan, A., Bhardwaj, A., Griffith, Z., Johansson, L.A., Rodwell, M.J., Coldren, L.A.","25638959000; 56036161800; 51863349800; 54899783800; 7101752788; 55927483800; 57203088278; 7006645981; 35417992000","Highly integrated optical heterodyne phase-locked loop with phase/frequency detection",2012,"Optics Express",20,"9",,9736,9741,,61,10.1364/OE.20.009736,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84861139652&partnerID=40&md5=0071027a2791017b8ba30aeb9a762c4c",Article,Final,Open Access,Scopus,2-s2.0-84861139652
"Soufli, R., Fernández-Perea, M., Baker, S.L., Robinson, J.C., Gullikson, E.M., Heimann, P., Yashchuk, V.V., McKinney, W.R., Schlotter, W.F., Rowen, M.","6603565574; 55911689400; 7403308083; 34668528300; 35449903000; 35450990200; 7006210531; 7102594546; 6603170182; 7003672493","Development and calibration of mirrors and gratings for the Soft X-ray Materials Science beamline at the Linac Coherent Light Source free-electron laser",2012,"Applied Optics",51,"12",,2118,2128,,20,10.1364/AO.51.002118,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84860169881&partnerID=40&md5=3d9657fdda46ce70c49b861d4515b520",Article,Final,,Scopus,2-s2.0-84860169881
"Hunter, B., Guo, Z.","7102304540; 7404658411","Phase-function normalization for accurate analysis of ultrafast collimated radiative transfer",2012,"Applied Optics",51,"12",,2192,2201,,19,10.1364/AO.51.002192,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84860138596&partnerID=40&md5=eeda732754b9a985f26c07c12f44add9",Article,Final,,Scopus,2-s2.0-84860138596
"Aneesh, R., Khijwania, S.K.","50661060900; 6701705208","Titanium dioxide nanoparticle based optical fiber humidity sensor with linear response and enhanced sensitivity",2012,"Applied Optics",51,"12",,2164,2171,,35,10.1364/AO.51.002164,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84860137851&partnerID=40&md5=d9fab446141e087f823ad9c592b7f7b5",Article,Final,,Scopus,2-s2.0-84860137851
"Thrush, E., Salciccioli, N., Brown, D.M., Siegrist, K., Brown, A.M., Thomas, M.E., Boggs, N., Carter, C.C.","34882086000; 36464174300; 57198655562; 7004677331; 55482876900; 55471996300; 8925413000; 56222107900","Backscatter signatures of biological aerosols in the infrared",2012,"Applied Optics",51,"12",,1836,1842,,13,10.1364/AO.51.001836,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84860137619&partnerID=40&md5=03719bc3b831880947b48154c894bd31",Article,Final,,Scopus,2-s2.0-84860137619
"Dai, M., Yang, F., He, X.","44660926800; 8888038500; 7404408850","Single-shot color fringe projection for three-dimensional shape measurement of objects with discontinuities",2012,"Applied Optics",51,"12",,2062,2069,,31,10.1364/AO.51.002062,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84860116165&partnerID=40&md5=1e53c40db0a81588ae7f5d618730a9c2",Article,Final,,Scopus,2-s2.0-84860116165
